"transaction_id","customer_id","age","gender","marital_status","income","store_id","store_name","group_store","type","latitude","longitude","product_id","product_name","price","date","qty","price-2","total_amount"
"TR13613",230,40,1,"Married   ",4.32,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P9","Yoghurt             ",10000,"2022-03-22",1,10000,10000
"TR20700",262,34,1,"Married   ",5.61,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P4","Potato Chip         ",12000,"2022-03-22",1,12000,12000
"TR44081",398,33,0,"Married   ",7.44,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P5","Thai Tea            ",4200,"2022-03-22",4,4200,16800
"TR52160",389,30,1,"Married   ",3.72,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P9","Yoghurt             ",10000,"2022-03-22",4,10000,40000
"TR58135",143,25,1,"Single    ",2.87,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P5","Thai Tea            ",4200,"2022-03-22",4,4200,16800
"TR68146",272,60,0,"Married   ",4.05,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P7","Coffee Candy        ",9400,"2022-03-22",4,9400,37600
"TR81892",119,26,1,"Single    ",5.54,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P9","Yoghurt             ",10000,"2022-03-22",5,10000,50000
"TR82531",165,44,1,"Married   ",14.58,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P2","Ginger Candy        ",3200,"2022-03-22",5,3200,16000
"TR83466",7,31,0,"Married   ",4.57,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P9","Yoghurt             ",10000,"2022-03-22",2,10000,20000
"TR95317",343,29,0,"Married   ",2.26,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P6","Cashew              ",18000,"2022-03-22",2,18000,36000
"TR11114",392,45,0,"Married   ",19.68,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P8","Oat                 ",16000,"2022-03-23",1,16000,16000
"TR13113",243,38,0,"Married   ",3.34,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P10","Cheese Stick        ",15000,"2022-03-23",4,15000,60000
"TR18091",132,41,0,"Married   ",17.69,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P5","Thai Tea            ",4200,"2022-03-23",2,4200,8400
"TR1857",246,40,1,"Single    ",21.81,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P5","Thai Tea            ",4200,"2022-03-23",5,4200,21000
"TR46760",171,40,0,"Married   ",10.05,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P2","Ginger Candy        ",3200,"2022-03-23",3,3200,9600
"TR47934",168,27,0,"Married   ",4.88,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P8","Oat                 ",16000,"2022-03-23",1,16000,16000
"TR50810",126,56,0,"Married   ",15.75,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P2","Ginger Candy        ",3200,"2022-03-23",7,3200,22400
"TR53834",58,27,1,"Married   ",4.43,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-23",2,9400,18800
"TR55550",412,18,1,"Single    ",0,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P2","Ginger Candy        ",3200,"2022-03-23",3,3200,9600
"TR59783",178,43,0,"Married   ",9.58,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P2","Ginger Candy        ",3200,"2022-03-23",4,3200,12800
"TR65838",227,33,0,"Married   ",7.72,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P8","Oat                 ",16000,"2022-03-23",1,16000,16000
"TR67402",230,40,1,"Married   ",4.32,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P7","Coffee Candy        ",9400,"2022-03-23",6,9400,56400
"TR68603",166,33,0,"Married   ",3.33,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P1","Choco Bar           ",8800,"2022-03-23",9,8800,79200
"TR81324",352,69,0,"Single    ",6.15,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P1","Choco Bar           ",8800,"2022-03-23",7,8800,61600
"TR98880",304,34,0,"Single    ",8.55,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P6","Cashew              ",18000,"2022-03-23",4,18000,72000
"TR17459",442,42,1,"Married   ",14.88,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-24",2,9400,18800
"TR20920",147,59,1,"Married   ",8.02,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P7","Coffee Candy        ",9400,"2022-03-24",3,9400,28200
"TR26760",163,47,1,"Married   ",6.3,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P8","Oat                 ",16000,"2022-03-24",3,16000,48000
"TR28862",378,54,0,"Married   ",14.66,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P3","Crackers            ",7500,"2022-03-24",3,7500,22500
"TR34593",252,18,1,"Single    ",0,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P1","Choco Bar           ",8800,"2022-03-24",7,8800,61600
"TR4617",422,21,1,"Single    ",3.88,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P1","Choco Bar           ",8800,"2022-03-24",10,8800,88000
"TR49836",231,51,1,"Married   ",16.59,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P4","Potato Chip         ",12000,"2022-03-24",5,12000,60000
"TR52794",437,33,1,"Married   ",3.49,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P10","Cheese Stick        ",15000,"2022-03-24",5,15000,75000
"TR59219",392,45,0,"Married   ",19.68,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P7","Coffee Candy        ",9400,"2022-03-24",4,9400,37600
"TR60775",212,36,0,"Married   ",7.96,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P7","Coffee Candy        ",9400,"2022-03-24",5,9400,47000
"TR68721",73,53,0,"Married   ",13.71,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P8","Oat                 ",16000,"2022-03-24",2,16000,32000
"TR72192",255,24,1,"Single    ",5.78,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P8","Oat                 ",16000,"2022-03-24",1,16000,16000
"TR85967",303,45,0,"Married   ",10.34,4,"Gita Ginara         ","Gita                ","General Trade       ",-6966667.0,110416664,"P5","Thai Tea            ",4200,"2022-03-24",2,4200,8400
"TR86490",39,66,1,"Married   ",6.19,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P10","Cheese Stick        ",15000,"2022-03-24",2,15000,30000
"TR90663",285,20,0,"Single    ",0,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-24",4,9400,37600
"TR97036",130,40,0,"Married   ",9.73,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P5","Thai Tea            ",4200,"2022-03-24",5,4200,21000
"TR15664",77,26,0,"Married   ",4.67,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P9","Yoghurt             ",10000,"2022-03-25",1,10000,10000
"TR16537",219,39,0,"Single    ",9.73,4,"Gita Ginara         ","Gita                ","General Trade       ",-6966667.0,110416664,"P1","Choco Bar           ",8800,"2022-03-25",6,8800,52800
"TR23529",45,53,0,"Married   ",9.25,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P4","Potato Chip         ",12000,"2022-03-25",2,12000,24000
"TR28229",284,49,1,"Married   ",11.31,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P4","Potato Chip         ",12000,"2022-03-25",4,12000,48000
"TR45000",10,34,1,"          ",4,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P2","Ginger Candy        ",3200,"2022-03-25",5,3200,16000
"TR60204",161,41,0,"Married   ",20.02,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P9","Yoghurt             ",10000,"2022-03-25",3,10000,30000
"TR61518",446,57,0,"Married   ",7.81,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P8","Oat                 ",16000,"2022-03-25",2,16000,32000
"TR74197",373,55,1,"Married   ",14.59,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P9","Yoghurt             ",10000,"2022-03-25",4,10000,40000
"TR76150",260,33,0,"Single    ",6.65,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P10","Cheese Stick        ",15000,"2022-03-25",5,15000,75000
"TR76447",4,31,1,"Married   ",4.87,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P2","Ginger Candy        ",3200,"2022-03-25",4,3200,12800
"TR78501",122,26,1,"Single    ",0.14,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P8","Oat                 ",16000,"2022-03-25",2,16000,32000
"TR78592",276,31,1,"Married   ",8.96,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P3","Crackers            ",7500,"2022-03-25",3,7500,22500
"TR89012",328,36,0,"Married   ",10.53,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P5","Thai Tea            ",4200,"2022-03-25",5,4200,21000
"TR92743",90,21,1,"Single    ",0,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P9","Yoghurt             ",10000,"2022-03-25",6,10000,60000
"TR97132",321,45,0,"Married   ",8.03,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P6","Cashew              ",18000,"2022-03-25",2,18000,36000
"TR12762",303,45,0,"Married   ",10.34,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P2","Ginger Candy        ",3200,"2022-03-26",7,3200,22400
"TR32490",183,27,1,"Single    ",0.18,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P10","Cheese Stick        ",15000,"2022-03-26",4,15000,60000
"TR33084",241,24,1,"Single    ",0.57,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P5","Thai Tea            ",4200,"2022-03-26",4,4200,16800
"TR42508",46,36,1,"Married   ",8.31,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P4","Potato Chip         ",12000,"2022-03-26",2,12000,24000
"TR44584",238,26,0,"Single    ",6.61,4,"Gita Ginara         ","Gita                ","General Trade       ",-6966667.0,110416664,"P8","Oat                 ",16000,"2022-03-26",3,16000,48000
"TR49872",339,22,0,"Single    ",2.19,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P10","Cheese Stick        ",15000,"2022-03-26",2,15000,30000
"TR5340",245,26,1,"Married   ",4.58,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P1","Choco Bar           ",8800,"2022-03-26",6,8800,52800
"TR58858",327,50,0,"Married   ",12.41,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P5","Thai Tea            ",4200,"2022-03-26",2,4200,8400
"TR60337",375,58,0,"Married   ",8.39,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P4","Potato Chip         ",12000,"2022-03-26",4,12000,48000
"TR71073",142,23,1,"Single    ",1.58,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P5","Thai Tea            ",4200,"2022-03-26",3,4200,12600
"TR79255",284,49,1,"Married   ",11.31,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P9","Yoghurt             ",10000,"2022-03-26",7,10000,70000
"TR89362",298,38,1,"Married   ",8.99,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P8","Oat                 ",16000,"2022-03-26",3,16000,48000
"TR90008",114,22,0,"Single    ",3.14,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P5","Thai Tea            ",4200,"2022-03-26",2,4200,8400
"TR95793",416,27,1,"          ",3.43,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P5","Thai Tea            ",4200,"2022-03-26",4,4200,16800
"TR96401",198,45,0,"Married   ",10.69,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P1","Choco Bar           ",8800,"2022-03-26",6,8800,52800
"TR96784",205,46,0,"Married   ",3.83,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P2","Ginger Candy        ",3200,"2022-03-26",3,3200,9600
"TR99840",40,19,0,"Single    ",3.48,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P6","Cashew              ",18000,"2022-03-26",2,18000,36000
"TR1141",249,47,0,"Married   ",13.34,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P5","Thai Tea            ",4200,"2022-03-27",2,4200,8400
"TR26815",158,49,1,"Married   ",5.6,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P5","Thai Tea            ",4200,"2022-03-27",3,4200,12600
"TR3480",75,34,0,"Married   ",9.69,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P10","Cheese Stick        ",15000,"2022-03-27",4,15000,60000
"TR40982",423,22,0,"Married   ",3.55,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P5","Thai Tea            ",4200,"2022-03-27",3,4200,12600
"TR49381",58,27,1,"Married   ",4.43,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P8","Oat                 ",16000,"2022-03-27",1,16000,16000
"TR54641",67,19,0,"Single    ",0,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P1","Choco Bar           ",8800,"2022-03-27",7,8800,61600
"TR75463",392,45,0,"Married   ",19.68,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P4","Potato Chip         ",12000,"2022-03-27",2,12000,24000
"TR79918",115,39,0,"Married   ",5.07,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P9","Yoghurt             ",10000,"2022-03-27",6,10000,60000
"TR87616",358,32,1,"Married   ",3.2,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P5","Thai Tea            ",4200,"2022-03-27",3,4200,12600
"TR90228",8,37,1,"Married   ",5.49,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P10","Cheese Stick        ",15000,"2022-03-27",3,15000,45000
"TR93489",247,33,1,"Married   ",8.11,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P10","Cheese Stick        ",15000,"2022-03-27",4,15000,60000
"TR99604",416,27,1,"          ",3.43,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P10","Cheese Stick        ",15000,"2022-03-27",5,15000,75000
"TR12061",189,59,1,"Single    ",5.15,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P3","Crackers            ",7500,"2022-03-28",5,7500,37500
"TR17404",372,31,1,"Married   ",6.19,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P3","Crackers            ",7500,"2022-03-28",6,7500,45000
"TR32857",138,37,1,"Married   ",8.96,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P9","Yoghurt             ",10000,"2022-03-28",1,10000,10000
"TR32972",12,2,1,"Married   ",4.94,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P5","Thai Tea            ",4200,"2022-03-28",2,4200,8400
"TR40660",87,44,1,"Married   ",9.57,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P10","Cheese Stick        ",15000,"2022-03-28",1,15000,15000
"TR45827",132,41,0,"Married   ",17.69,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P7","Coffee Candy        ",9400,"2022-03-28",4,9400,37600
"TR61044",339,22,0,"Single    ",2.19,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P5","Thai Tea            ",4200,"2022-03-28",5,4200,21000
"TR68685",375,58,0,"Married   ",8.39,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P5","Thai Tea            ",4200,"2022-03-28",3,4200,12600
"TR70497",15,30,0,"Married   ",4.52,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P9","Yoghurt             ",10000,"2022-03-28",2,10000,20000
"TR72832",280,60,1,"Married   ",9.57,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P7","Coffee Candy        ",9400,"2022-03-28",3,9400,28200
"TR83095",211,29,0,"Married   ",3.54,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P5","Thai Tea            ",4200,"2022-03-28",4,4200,16800
"TR84109",319,39,0,"Married   ",8.82,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P10","Cheese Stick        ",15000,"2022-03-28",5,15000,75000
"TR95228",68,48,1,"Married   ",17.42,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P9","Yoghurt             ",10000,"2022-03-28",4,10000,40000
"TR15499",134,50,0,"Married   ",18.62,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P9","Yoghurt             ",10000,"2022-03-29",7,10000,70000
"TR16539",404,22,0,"Single    ",2.69,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P10","Cheese Stick        ",15000,"2022-03-29",5,15000,75000
"TR24498",336,51,0,"Single    ",10.84,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P3","Crackers            ",7500,"2022-03-29",5,7500,37500
"TR2880",76,38,1,"Married   ",7.88,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P10","Cheese Stick        ",15000,"2022-03-29",2,15000,30000
"TR39127",2,60,1,"Married   ",6.23,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P2","Ginger Candy        ",3200,"2022-03-29",6,3200,19200
"TR59179",301,60,0,"Married   ",8.97,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-29",3,9400,28200
"TR63244",124,28,0,"Single    ",5.12,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P1","Choco Bar           ",8800,"2022-03-29",8,8800,70400
"TR65982",4,31,1,"Married   ",4.87,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P5","Thai Tea            ",4200,"2022-03-29",4,4200,16800
"TR69829",301,60,0,"Married   ",8.97,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P10","Cheese Stick        ",15000,"2022-03-29",3,15000,45000
"TR89056",239,41,1,"Married   ",6.55,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P1","Choco Bar           ",8800,"2022-03-29",8,8800,70400
"TR91643",414,21,1,"Single    ",0.74,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P1","Choco Bar           ",8800,"2022-03-29",9,8800,79200
"TR92013",195,31,1,"Married   ",10.91,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P3","Crackers            ",7500,"2022-03-29",3,7500,22500
"TR99856",114,22,0,"Single    ",3.14,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P5","Thai Tea            ",4200,"2022-03-29",5,4200,21000
"TR14935",101,61,1,"Married   ",54.2,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P8","Oat                 ",16000,"2022-03-30",1,16000,16000
"TR1642",46,36,1,"Married   ",8.31,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P8","Oat                 ",16000,"2022-03-30",1,16000,16000
"TR19951",415,44,0,"Married   ",18.57,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P10","Cheese Stick        ",15000,"2022-03-30",1,15000,15000
"TR26863",8,37,1,"Married   ",5.49,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P10","Cheese Stick        ",15000,"2022-03-30",5,15000,75000
"TR31273",379,48,1,"Married   ",17.74,1,"Prima Tendean       ","Prima               ","Modern Trade        ",-6.2,106816666,"P5","Thai Tea            ",4200,"2022-03-30",3,4200,12600
"TR374",57,33,1,"Married   ",6.5,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P9","Yoghurt             ",10000,"2022-03-30",7,10000,70000
"TR38427",250,30,1,"Married   ",3.96,2,"Prima Kelapa Dua    ","Prima               ","Modern Trade        ",-6914864.0,107608238,"P9","Yoghurt             ",10000,"2022-03-30",6,10000,60000
"TR57920",72,26,0,"Single    ",1.81,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-30",4,9400,37600
"TR61854",444,53,0,"Married   ",15.31,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P1","Choco Bar           ",8800,"2022-03-30",4,8800,35200
"TR61973",118,20,1,"Single    ",3.28,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P10","Cheese Stick        ",15000,"2022-03-30",2,15000,30000
"TR63415",57,33,1,"Married   ",6.5,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P5","Thai Tea            ",4200,"2022-03-30",3,4200,12600
"TR75249",89,32,0,"Married   ",9.68,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P1","Choco Bar           ",8800,"2022-03-30",7,8800,61600
"TR75984",201,57,0,"Married   ",6.87,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P2","Ginger Candy        ",3200,"2022-03-30",3,3200,9600
"TR77629",330,61,1,"Married   ",7,12,"Prestasi Utama      ","Prestasi            ","General Trade       ",-2990934.0,104756554,"P2","Ginger Candy        ",3200,"2022-03-30",4,3200,12800
"TR78109",410,55,1,"Married   ",8.68,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P9","Yoghurt             ",10000,"2022-03-30",3,10000,30000
"TR83522",154,31,0,"Married   ",8.36,8,"Sinar Harapan       ","Harapan Baru        ","General Trade       ",554829,95323753,"P8","Oat                 ",16000,"2022-03-30",1,16000,16000
"TR90952",37,51,0,"Married   ",17.11,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P1","Choco Bar           ",8800,"2022-03-30",10,8800,88000
"TR91130",290,19,1,"Single    ",0.98,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P8","Oat                 ",16000,"2022-03-30",2,16000,32000
"TR92504",146,27,0,"Married   ",3.16,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P10","Cheese Stick        ",15000,"2022-03-30",2,15000,30000
"TR93420",413,31,0,"Married   ",8.8,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P1","Choco Bar           ",8800,"2022-03-30",5,8800,44000
"TR98789",172,57,1,"Married   ",8.96,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P7","Coffee Candy        ",9400,"2022-03-30",2,9400,18800
"TR10287",115,39,0,"Married   ",5.07,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P7","Coffee Candy        ",9400,"2022-03-31",5,9400,47000
"TR11827",210,33,0,"Married   ",10.9,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P9","Yoghurt             ",10000,"2022-03-31",6,10000,60000
"TR1280",337,43,1,"Married   ",5.12,10,"Harapan Baru        ","Harapan Baru        ","General Trade       ",3597031,98678513,"P10","Cheese Stick        ",15000,"2022-03-31",4,15000,60000
"TR17305",372,31,1,"Married   ",6.19,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P10","Cheese Stick        ",15000,"2022-03-31",1,15000,15000
"TR21623",371,25,0,"Married   ",3.06,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P8","Oat                 ",16000,"2022-03-31",3,16000,48000
"TR33436",346,62,0,"Married   ",5.08,14,"Priangan            ","Priangan            ","Modern Trade        ",-5.45,10526667,"P2","Ginger Candy        ",3200,"2022-03-31",3,3200,9600
"TR33953",122,26,1,"Single    ",0.14,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P3","Crackers            ",7500,"2022-03-31",3,7500,22500
"TR41645",114,22,0,"Single    ",3.14,9,"Lingga              ","Lingga              ","Modern Trade        ",-3654703.0,128190643,"P6","Cashew              ",18000,"2022-03-31",4,18000,72000
"TR47547",352,69,0,"Single    ",6.15,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P4","Potato Chip         ",12000,"2022-03-31",5,12000,60000
"TR57869",274,48,0,"Married   ",11.99,11,"Sinar Harapan       ","Prestasi            ","General Trade       ",0.533505,101447403,"P10","Cheese Stick        ",15000,"2022-03-31",1,15000,15000
"TR62348",62,51,1,"Married   ",13.62,6,"Lingga              ","Lingga              ","Modern Trade        ",-5135399.0,11942379,"P2","Ginger Candy        ",3200,"2022-03-31",5,3200,16000
"TR80719",243,38,0,"Married   ",3.34,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P7","Coffee Candy        ",9400,"2022-03-31",3,9400,28200
"TR8302",115,39,0,"Married   ",5.07,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P10","Cheese Stick        ",15000,"2022-03-31",4,15000,60000
"TR86527",311,61,1,"Married   ",7.64,13,"Buana               ","Buana               ","General Trade       ",-126916.0,116825264,"P5","Thai Tea            ",4200,"2022-03-31",5,4200,21000
"TR95369",326,24,1,"Single    ",2.69,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P7","Coffee Candy        ",9400,"2022-03-31",4,9400,37600
"TR12024",141,65,1,"Married   ",9.94,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P5","Thai Tea            ",4200,"2022-04-01",3,4200,12600
"TR14822",18,47,0,"Married   ",13.6,3,"Prima Kota          ","Prima               ","Modern Trade        ",-7797068.0,110370529,"P6","Cashew              ",18000,"2022-04-01",1,18000,18000
"TR21840",374,32,0,"Single    ",5.4,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P9","Yoghurt             ",10000,"2022-04-01",6,10000,60000
"TR22437",58,27,1,"Married   ",4.43,5,"Bonafid             ","Gita                ","General Trade       ",-7250445.0,112768845,"P3","Crackers            ",7500,"2022-04-01",6,7500,45000
"TR25887",341,43,1,"Married   ",3.24,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P10","Cheese Stick        ",15000,"2022-04-01",4,15000,60000
"TR27834",33,53,0,"Married   ",17.11,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P5","Thai Tea            ",4200,"2022-04-01",3,4200,12600
"TR36163",90,21,1,"Single    ",0,7,"Buana Indah         ","Buana               ","General Trade       ",3316694,114590111,"P9","Yoghurt             ",10000,"2022-04-01",1,10000,10000
